time,nagents,calculate_cultural_entropy,calculate_cultural_diversity,calculate_spatial_segregation,calculate_clustering_coefficient,calculate_wealth_percentiles,calculate_pareto_alpha,deaths_age,deaths_starvation,calculate_cultural_initiation_by_tribe,calculate_total_credit_outstanding,calculate_credit_default_rate,calculate_credit_network_metrics,calculate_gini_coefficient
111,50,3.8565712309833495,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,"Dict(:p25 => 16.25, :p75 => 61.25, :p50 => 33.5, :p90 => 101.30000000000003, :p99 => 210.21189999999999, :p95 => 154.495)",2.0858787964132577,37,100,"Dict{String, Real}(""red_transmission_rate"" => 0.6428571428571429, ""blue_transmission_rate"" => 0.35714285714285715, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 14)",14.0,0.5,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.06, ""n_nodes"" => 50, ""max_degree"" => 1)",0.4837645625000888
112,50,3.8011194565385535,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,"Dict(:p25 => 15.0, :p75 => 60.75, :p50 => 33.0, :p90 => 100.1, :p99 => 212.7019, :p95 => 157.04500000000002)",1.9620258464319456,38,100,"Dict{String, Real}(""red_transmission_rate"" => 0.56, ""blue_transmission_rate"" => 0.44, ""blue_initiated_transmissions"" => 11, ""red_initiated_transmissions"" => 14, ""total_transmissions"" => 25)",14.0,0.5,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.06, ""n_nodes"" => 50, ""max_degree"" => 1)",0.4911352112599585
113,50,3.8461062681080587,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,"Dict(:p25 => 13.350000000000001, :p75 => 60.5, :p50 => 33.0, :p90 => 102.0, :p99 => 214.1719, :p95 => 160.04500000000002)",1.876356920581179,39,101,"Dict{String, Real}(""red_transmission_rate"" => 0.35294117647058826, ""blue_transmission_rate"" => 0.6470588235294118, ""blue_initiated_transmissions"" => 11, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 17)",14.0,0.5,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.06, ""n_nodes"" => 50, ""max_degree"" => 1)",0.504447617954701
114,50,3.912023005428145,"Dict{String, Real}(""unique_cultures"" => 50, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0244140625)",0.0,0.0,"Dict(:p25 => 10.75, :p75 => 61.75, :p50 => 33.0, :p90 => 88.70000000000002, :p99 => 192.4509999999999, :p95 => 136.94499999999982)",2.369554313542296,40,102,"Dict{String, Real}(""red_transmission_rate"" => 0.5789473684210527, ""blue_transmission_rate"" => 0.42105263157894735, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 19)",14.0,0.5,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.06, ""n_nodes"" => 50, ""max_degree"" => 1)",0.5026587210634883
115,50,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(:p25 => 10.25, :p75 => 63.75, :p50 => 33.0, :p90 => 90.60000000000002, :p99 => 195.4509999999999, :p95 => 139.49499999999983)",2.420870277857721,40,102,"Dict{String, Real}(""red_transmission_rate"" => 0.6666666666666666, ""blue_transmission_rate"" => 0.3333333333333333, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 10, ""total_transmissions"" => 15)",18.0,0.5,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.04, ""n_nodes"" => 50, ""max_degree"" => 1)",0.5134620439610242
116,50,3.8565712309833495,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,"Dict(:p25 => 11.0, :p75 => 66.25, :p50 => 34.0, :p90 => 92.60000000000002, :p99 => 197.9609999999999, :p95 => 142.04499999999985)",2.396418324066527,40,104,"Dict{String, Real}(""red_transmission_rate"" => 0.2777777777777778, ""blue_transmission_rate"" => 0.7222222222222222, ""blue_initiated_transmissions"" => 13, ""red_initiated_transmissions"" => 5, ""total_transmissions"" => 18)",18.0,1.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.04, ""n_nodes"" => 50, ""max_degree"" => 1)",0.5079134466769708
117,50,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(:p25 => 15.0, :p75 => 68.0, :p50 => 34.0, :p90 => 94.60000000000002, :p99 => 200.4509999999999, :p95 => 144.59499999999983)",2.372623645359727,40,106,"Dict{String, Real}(""red_transmission_rate"" => 0.3333333333333333, ""blue_transmission_rate"" => 0.6666666666666666, ""blue_initiated_transmissions"" => 14, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 21)",18.0,1.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.04, ""n_nodes"" => 50, ""max_degree"" => 1)",0.4993881847475834
118,50,3.7456676820937576,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,"Dict(:p25 => 15.0, :p75 => 69.0, :p50 => 34.5, :p90 => 96.60000000000002, :p99 => 202.94099999999992, :p95 => 147.1449999999998)",2.3431495666174413,40,107,"Dict{String, Real}(""red_transmission_rate"" => 0.5909090909090909, ""blue_transmission_rate"" => 0.4090909090909091, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 13, ""total_transmissions"" => 22)",18.0,1.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.04, ""n_nodes"" => 50, ""max_degree"" => 1)",0.4999763663220089
119,50,3.707476831996069,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,"Dict(:p25 => 15.0, :p75 => 66.0, :p50 => 35.0, :p90 => 84.4, :p99 => 179.92000000000002, :p95 => 113.55)",3.096637799045984,41,110,"Dict{String, Real}(""red_transmission_rate"" => 0.6, ""blue_transmission_rate"" => 0.4, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 15)",5.0,1.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.0008163265306122449, ""avg_degree"" => 0.02, ""n_nodes"" => 50, ""max_degree"" => 1)",0.46795439242267833
120,50,3.762928606440865,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,"Dict(:p25 => 14.25, :p75 => 64.0, :p50 => 33.0, :p90 => 84.1, :p99 => 182.92000000000002, :p95 => 108.34999999999995)",3.6362566940068453,42,110,"Dict{String, Real}(""red_transmission_rate"" => 0.6, ""blue_transmission_rate"" => 0.4, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 12, ""total_transmissions"" => 20)",5.0,1.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.0008163265306122449, ""avg_degree"" => 0.02, ""n_nodes"" => 50, ""max_degree"" => 1)",0.484161736618997
121,50,3.8011194565385535,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,"Dict(:p25 => 13.25, :p75 => 66.0, :p50 => 33.5, :p90 => 86.1, :p99 => 185.41, :p95 => 110.34999999999995)",3.5955824236257543,42,112,"Dict{String, Real}(""red_transmission_rate"" => 0.5789473684210527, ""blue_transmission_rate"" => 0.42105263157894735, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 19)",5.0,1.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.0008163265306122449, ""avg_degree"" => 0.02, ""n_nodes"" => 50, ""max_degree"" => 1)",0.4799954477170303
122,50,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(:p25 => 14.0, :p75 => 68.0, :p50 => 34.0, :p90 => 88.1, :p99 => 187.9, :p95 => 112.34999999999995)",3.6117637536908043,42,114,"Dict{String, Real}(""red_transmission_rate"" => 0.5333333333333333, ""blue_transmission_rate"" => 0.4666666666666667, ""blue_initiated_transmissions"" => 7, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 15)",5.0,1.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.0008163265306122449, ""avg_degree"" => 0.02, ""n_nodes"" => 50, ""max_degree"" => 1)",0.47454221747451864
123,50,3.790654493663263,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,"Dict(:p25 => 14.0, :p75 => 70.0, :p50 => 29.0, :p90 => 91.0, :p99 => 190.9, :p95 => 114.34999999999995)",3.66713010294078,43,115,"Dict{String, Real}(""red_transmission_rate"" => 0.6111111111111112, ""blue_transmission_rate"" => 0.3888888888888889, ""blue_initiated_transmissions"" => 7, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 18)",5.0,1.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.0008163265306122449, ""avg_degree"" => 0.02, ""n_nodes"" => 50, ""max_degree"" => 1)",0.48225130190946763
124,50,3.8461062681080582,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,"Dict(:p25 => 14.25, :p75 => 66.0, :p50 => 25.0, :p90 => 87.78, :p99 => 159.64899999999986, :p95 => 100.69999999999996)",4.467671459286274,45,115,"Dict{String, Real}(""red_transmission_rate"" => 0.5454545454545454, ""blue_transmission_rate"" => 0.45454545454545453, ""blue_initiated_transmissions"" => 10, ""red_initiated_transmissions"" => 12, ""total_transmissions"" => 22)",5.0,1.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.0008163265306122449, ""avg_degree"" => 0.02, ""n_nodes"" => 50, ""max_degree"" => 1)",0.47176615501231733
125,50,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(:p25 => 14.25, :p75 => 68.0, :p50 => 25.0, :p90 => 89.60000000000002, :p99 => 162.15899999999988, :p95 => 102.69999999999996)",4.3483955090121675,45,117,"Dict{String, Real}(""red_transmission_rate"" => 0.5238095238095238, ""blue_transmission_rate"" => 0.47619047619047616, ""blue_initiated_transmissions"" => 10, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 21)",5.0,1.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.0008163265306122449, ""avg_degree"" => 0.02, ""n_nodes"" => 50, ""max_degree"" => 1)",0.4641461389427066
126,50,3.8011194565385535,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,"Dict(:p25 => 15.25, :p75 => 70.0, :p50 => 25.5, :p90 => 92.5, :p99 => 164.66899999999987, :p95 => 104.69999999999996)",4.219460256797403,45,118,"Dict{String, Real}(""red_transmission_rate"" => 0.47619047619047616, ""blue_transmission_rate"" => 0.5238095238095238, ""blue_initiated_transmissions"" => 11, ""red_initiated_transmissions"" => 10, ""total_transmissions"" => 21)",5.0,1.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.0008163265306122449, ""avg_degree"" => 0.02, ""n_nodes"" => 50, ""max_degree"" => 1)",0.46533079226790064
127,50,3.8011194565385535,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,"Dict(:p25 => 15.0, :p75 => 72.0, :p50 => 26.5, :p90 => 95.19999999999999, :p99 => 167.17899999999986, :p95 => 106.24999999999996)",4.350746594175869,45,119,"Dict{String, Real}(""red_transmission_rate"" => 0.5384615384615384, ""blue_transmission_rate"" => 0.46153846153846156, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 13)",5.0,1.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.0008163265306122449, ""avg_degree"" => 0.02, ""n_nodes"" => 50, ""max_degree"" => 1)",0.47006733099919185
128,50,3.912023005428145,"Dict{String, Real}(""unique_cultures"" => 50, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0244140625)",0.0,0.0,"Dict(:p25 => 13.0, :p75 => 64.0, :p50 => 27.0, :p90 => 91.78, :p99 => 160.84899999999982, :p95 => 98.55)",3.8568024550037623,46,120,"Dict{String, Real}(""red_transmission_rate"" => 0.5714285714285714, ""blue_transmission_rate"" => 0.42857142857142855, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 12, ""total_transmissions"" => 21)",5.0,1.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.0008163265306122449, ""avg_degree"" => 0.02, ""n_nodes"" => 50, ""max_degree"" => 1)",0.4715234630096088
129,50,3.8565712309833495,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,"Dict(:p25 => 11.0, :p75 => 66.0, :p50 => 28.0, :p90 => 93.60000000000002, :p99 => 163.3589999999998, :p95 => 101.0)",3.7621268571248407,46,120,"Dict{String, Real}(""red_transmission_rate"" => 0.7142857142857143, ""blue_transmission_rate"" => 0.2857142857142857, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 15, ""total_transmissions"" => 21)",5.0,1.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.0008163265306122449, ""avg_degree"" => 0.02, ""n_nodes"" => 50, ""max_degree"" => 1)",0.4863820308149245
130,50,3.884297118205747,"Dict{String, Real}(""unique_cultures"" => 49, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02392578125)",0.0,0.0,"Dict(:p25 => 11.25, :p75 => 67.75, :p50 => 28.5, :p90 => 95.6, :p99 => 165.86899999999983, :p95 => 103.0)",4.03797867238129,46,121,"Dict{String, Real}(""red_transmission_rate"" => 0.75, ""blue_transmission_rate"" => 0.25, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 12, ""total_transmissions"" => 16)",16.0,1.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.06, ""n_nodes"" => 50, ""max_degree"" => 1)",0.48781356087714456
131,50,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(:p25 => 12.0, :p75 => 69.5, :p50 => 29.5, :p90 => 97.70000000000002, :p99 => 167.86899999999983, :p95 => 105.55)",4.163265718803364,46,123,"Dict{String, Real}(""red_transmission_rate"" => 0.5882352941176471, ""blue_transmission_rate"" => 0.4117647058823529, ""blue_initiated_transmissions"" => 7, ""red_initiated_transmissions"" => 10, ""total_transmissions"" => 17)",23.0,0.3333333333333333,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.1, ""n_nodes"" => 50, ""max_degree"" => 2)",0.481907753050969
132,50,3.735202719218467,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,"Dict(:p25 => 16.25, :p75 => 71.25, :p50 => 30.5, :p90 => 99.1, :p99 => 170.37899999999982, :p95 => 108.1)",4.343942142912261,46,125,"Dict{String, Real}(""red_transmission_rate"" => 0.5555555555555556, ""blue_transmission_rate"" => 0.4444444444444444, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 10, ""total_transmissions"" => 18)",30.0,0.5,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4650779006005743
133,50,3.5861083202311868,"Dict{String, Real}(""unique_cultures"" => 41, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02001953125)",0.0,0.0,"Dict(:p25 => 15.75, :p75 => 73.0, :p50 => 31.0, :p90 => 99.19999999999999, :p99 => 172.8889999999998, :p95 => 110.64999999999999)",4.4991107184515275,46,126,"Dict{String, Real}(""red_transmission_rate"" => 0.7142857142857143, ""blue_transmission_rate"" => 0.2857142857142857, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 10, ""total_transmissions"" => 14)",30.0,0.5,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 2)",0.466558982730475
134,50,3.601984815197455,"Dict{String, Real}(""unique_cultures"" => 41, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02001953125)",0.0,0.0,"Dict(:p25 => 15.25, :p75 => 74.75, :p50 => 32.0, :p90 => 100.30000000000001, :p99 => 174.8889999999998, :p95 => 113.19999999999999)",4.399273156445425,46,127,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 12)",30.0,0.5,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 2)",0.46545147394205566
135,50,3.601984815197455,"Dict{String, Real}(""unique_cultures"" => 41, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02001953125)",0.0,0.0,"Dict(:p25 => 16.5, :p75 => 76.5, :p50 => 32.5, :p90 => 102.30000000000001, :p99 => 176.8889999999998, :p95 => 115.74999999999999)",4.3091304020297425,46,128,"Dict{String, Real}(""red_transmission_rate"" => 0.26666666666666666, ""blue_transmission_rate"" => 0.7333333333333333, ""blue_initiated_transmissions"" => 11, ""red_initiated_transmissions"" => 4, ""total_transmissions"" => 15)",31.0,0.4,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.14, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4619114721485409
136,50,3.54653304075266,"Dict{String, Real}(""unique_cultures"" => 40, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01953125)",0.0,0.0,"Dict(:p25 => 17.25, :p75 => 77.5, :p50 => 32.0, :p90 => 104.30000000000001, :p99 => 179.3989999999998, :p95 => 118.74999999999999)",4.36443571628272,46,129,"Dict{String, Real}(""red_transmission_rate"" => 0.47058823529411764, ""blue_transmission_rate"" => 0.5294117647058824, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 17)",41.0,0.5,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.18, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4602006688963207
137,50,3.5083421906549708,"Dict{String, Real}(""unique_cultures"" => 40, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01953125)",0.0,0.0,"Dict(:p25 => 15.5, :p75 => 78.5, :p50 => 33.0, :p90 => 106.30000000000001, :p99 => 181.90899999999982, :p95 => 121.74999999999999)",4.44028378679825,47,129,"Dict{String, Real}(""red_transmission_rate"" => 0.6, ""blue_transmission_rate"" => 0.4, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 15)",42.0,0.42857142857142855,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.22, ""n_nodes"" => 50, ""max_degree"" => 3)",0.46982368165642163
138,50,3.6033692445782943,"Dict{String, Real}(""unique_cultures"" => 42, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0205078125)",0.0,0.0,"Dict(:p25 => 15.5, :p75 => 70.75, :p50 => 31.5, :p90 => 108.30000000000001, :p99 => 184.4189999999998, :p95 => 124.19999999999999)",3.998292042719467,48,131,"Dict{String, Real}(""red_transmission_rate"" => 0.36363636363636365, ""blue_transmission_rate"" => 0.6363636363636364, ""blue_initiated_transmissions"" => 7, ""red_initiated_transmissions"" => 4, ""total_transmissions"" => 11)",42.0,0.42857142857142855,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.22, ""n_nodes"" => 50, ""max_degree"" => 3)",0.4678999018645731
139,50,3.4732402612260147,"Dict{String, Real}(""unique_cultures"" => 39, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01904296875)",0.0,0.0,"Dict(:p25 => 16.25, :p75 => 71.5, :p50 => 33.0, :p90 => 110.30000000000001, :p99 => 186.4189999999998, :p95 => 126.74999999999999)",4.070981373222257,48,131,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 10, ""red_initiated_transmissions"" => 10, ""total_transmissions"" => 20)",42.0,0.42857142857142855,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.22, ""n_nodes"" => 50, ""max_degree"" => 3)",0.4742626131953427
140,50,3.4924656956887032,"Dict{String, Real}(""unique_cultures"" => 38, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0185546875)",0.0,0.0,"Dict(:p25 => 15.25, :p75 => 72.5, :p50 => 34.0, :p90 => 111.4, :p99 => 188.9289999999998, :p95 => 129.29999999999998)",4.328943133977878,48,132,"Dict{String, Real}(""red_transmission_rate"" => 0.5384615384615384, ""blue_transmission_rate"" => 0.46153846153846156, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 13)",31.0,0.6666666666666666,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.18, ""n_nodes"" => 50, ""max_degree"" => 2)",0.47827364408798534
141,50,3.547917470133499,"Dict{String, Real}(""unique_cultures"" => 40, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01953125)",0.0,0.0,"Dict(:p25 => 14.25, :p75 => 73.5, :p50 => 35.0, :p90 => 115.02000000000001, :p99 => 190.9289999999998, :p95 => 131.29999999999998)",4.1252308879202095,48,133,"Dict{String, Real}(""red_transmission_rate"" => 0.7, ""blue_transmission_rate"" => 0.3, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 14, ""total_transmissions"" => 20)",25.0,0.5,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 1)",0.4831886098724867
142,50,3.433344919840432,"Dict{String, Real}(""unique_cultures"" => 39, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01904296875)",0.0,0.0,"Dict(:p25 => 15.25, :p75 => 74.0, :p50 => 36.0, :p90 => 119.37, :p99 => 193.4389999999998, :p95 => 133.29999999999998)",3.7938942177055934,48,134,"Dict{String, Real}(""red_transmission_rate"" => 0.6428571428571429, ""blue_transmission_rate"" => 0.35714285714285715, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 14)",14.0,0.2,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.14, ""n_nodes"" => 50, ""max_degree"" => 2)",0.48412200837463004
143,50,3.6138342074535847,"Dict{String, Real}(""unique_cultures"" => 42, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0205078125)",0.0,0.0,"Dict(:p25 => 15.0, :p75 => 68.75, :p50 => 34.5, :p90 => 121.07000000000001, :p99 => 195.4389999999998, :p95 => 135.84999999999997)",3.895470612999608,49,134,"Dict{String, Real}(""red_transmission_rate"" => 0.7142857142857143, ""blue_transmission_rate"" => 0.2857142857142857, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 15, ""total_transmissions"" => 21)",16.0,0.16666666666666666,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.18, ""n_nodes"" => 50, ""max_degree"" => 2)",0.49255567255567256
144,50,3.629710702419853,"Dict{String, Real}(""unique_cultures"" => 42, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0205078125)",0.0,0.0,"Dict(:p25 => 15.0, :p75 => 69.5, :p50 => 34.5, :p90 => 123.07, :p99 => 197.4389999999998, :p95 => 138.84999999999997)",3.052461733738556,49,135,"Dict{String, Real}(""red_transmission_rate"" => 0.8888888888888888, ""blue_transmission_rate"" => 0.1111111111111111, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 16, ""total_transmissions"" => 18)",24.0,0.14285714285714285,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.2, ""n_nodes"" => 50, ""max_degree"" => 3)",0.4903575689927253
145,50,3.5569980036279505,"Dict{String, Real}(""unique_cultures"" => 39, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01904296875)",0.0,0.0,"Dict(:p25 => 16.25, :p75 => 70.5, :p50 => 35.0, :p90 => 125.07000000000001, :p99 => 199.4389999999998, :p95 => 141.39999999999998)",3.097213533744289,49,136,"Dict{String, Real}(""red_transmission_rate"" => 0.6363636363636364, ""blue_transmission_rate"" => 0.36363636363636365, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 14, ""total_transmissions"" => 22)",23.0,0.3333333333333333,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.18, ""n_nodes"" => 50, ""max_degree"" => 3)",0.4886101028433152
146,50,3.5029306585639937,"Dict{String, Real}(""unique_cultures"" => 38, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0185546875)",0.0,0.0,"Dict(:p25 => 15.0, :p75 => 71.5, :p50 => 37.75, :p90 => 126.72999999999999, :p99 => 201.4389999999998, :p95 => 143.95)",3.166207317866713,49,137,"Dict{String, Real}(""red_transmission_rate"" => 0.8888888888888888, ""blue_transmission_rate"" => 0.1111111111111111, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 16, ""total_transmissions"" => 18)",13.0,0.2,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.14, ""n_nodes"" => 50, ""max_degree"" => 3)",0.49395995218170974
147,50,3.5583824330087896,"Dict{String, Real}(""unique_cultures"" => 40, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01953125)",0.0,0.0,"Dict(:p25 => 15.5, :p75 => 72.5, :p50 => 37.25, :p90 => 127.83000000000001, :p99 => 203.43899999999982, :p95 => 145.95)",3.2478408418514317,49,139,"Dict{String, Real}(""red_transmission_rate"" => 0.9333333333333333, ""blue_transmission_rate"" => 0.06666666666666667, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 14, ""total_transmissions"" => 15)",13.0,0.2,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.14, ""n_nodes"" => 50, ""max_degree"" => 3)",0.48692983741028284
